transaction_id,transaction_date,city,neighborhood,property_type,rooms,floor,total_floors,year_built,surface_sqm,lat,lng,is_furnished,amenities_count,amenities_list,sale_price_eur,is_verified,data_source
MD-00013393,2026-01-08,Strășeni,,APARTMENT,2,1,10,1982,57.1,47.137654,28.618103,True,2,elevator|furnished,63000,True,real
MD-00013394,2026-04-27,Chișinău,Telecentru,APARTMENT,1,3,9,1978,39.2,46.99996,28.801551,False,3,balcony|elevator|storage_room,70000,True,real
MD-00013395,2024-07-11,Chișinău,Bubuieci,APARTMENT,1,9,12,2024,39.5,47.001841,28.956611,False,2,balcony|elevator,35000,True,real
MD-00013396,2026-01-30,Chișinău,Botanica Veche,APARTMENT,1,4,5,2000,42.1,46.979073,28.907874,False,2,balcony|elevator,64500,True,real
MD-00013397,2026-06-01,Chișinău,Ciocana Nouă,APARTMENT,1,6,10,1993,32.0,47.05582,28.897477,False,3,balcony|elevator|storage_room,36000,True,real
MD-00013398,2024-11-18,Chișinău,Aeroport,APARTMENT,1,1,5,1967,37.0,47.003694,28.866911,False,1,balcony,36800,True,real
MD-00013399,2024-12-20,Chișinău,Buiucani-Nord,APARTMENT,3,6,9,1981,94.7,47.040864,28.837773,True,5,balcony|elevator|furnished|parking|storage_room,130000,True,real
MD-00013400,2026-02-10,Chișinău,Buiucani,APARTMENT,3,4,4,1957,83.5,47.041611,28.785841,True,3,balcony|furnished|storage_room,78500,True,real
MD-00013401,2024-06-07,Bălți,,APARTMENT,1,14,15,2018,30.0,47.780165,27.910905,False,3,balcony|elevator|storage_room,36000,True,real
MD-00013402,2025-09-21,Chișinău,Râșcani,APARTMENT,4,6,9,1984,126.3,47.040058,28.855862,False,1,elevator,180000,True,real
MD-00013403,2024-11-12,Chișinău,Botanica,APARTMENT,3,3,4,1967,101.4,46.953362,28.918675,False,1,balcony,79000,True,real
MD-00013404,2024-03-28,Chișinău,Botanica Veche,APARTMENT,4,1,11,2013,111.3,46.96251,28.875227,False,2,balcony|elevator,180000,True,real
MD-00013405,2026-02-22,Chișinău,Centru,APARTMENT,3,4,5,1984,92.1,47.022576,28.817342,False,1,balcony,180000,True,real
MD-00013406,2026-05-13,Chișinău,Botanica,APARTMENT,2,3,9,1993,54.9,46.969985,28.894301,True,3,balcony|elevator|furnished,70000,True,real
MD-00013407,2026-01-11,Chișinău,Alba-Iulia,HOUSE,4,1,3,1994,176.7,47.062446,28.802564,False,5,fireplace|garden|parking|storage_room|terrace,300000,True,real
MD-00013408,2026-05-11,Ocnița,,HOUSE,5,1,1,1969,110.2,48.393259,27.469374,False,5,garage|garden|parking|storage_room|terrace,78000,True,real
MD-00013409,2024-10-10,Chișinău,Botanica,APARTMENT,1,1,9,1996,47.1,47.002123,28.894586,True,4,balcony|elevator|furnished|storage_room,58600,True,real
MD-00013410,2026-06-07,Edineț,,APARTMENT,2,2,5,1994,62.7,48.158281,27.314247,True,2,balcony|furnished,35000,True,real
MD-00013411,2025-09-04,Chișinău,Dumbrava,APARTMENT,2,10,12,2025,56.6,47.013598,28.748154,False,3,balcony|elevator|storage_room,105000,True,real
MD-00013412,2025-08-23,Soroca,,APARTMENT,2,7,9,1978,58.9,48.158789,28.283509,False,3,balcony|elevator|storage_room,40000,True,real
MD-00013413,2024-06-21,Chișinău,Telecentru,APARTMENT,2,4,4,1962,56.2,46.999423,28.800182,False,1,balcony,75000,True,real
MD-00013414,2024-04-15,Chișinău,Centru,APARTMENT,3,9,10,1989,69.5,47.002558,28.883213,True,4,balcony|elevator|furnished|storage_room,95000,True,real
MD-00013415,2026-06-28,Edineț,,HOUSE,4,1,2,1995,189.1,48.1674,27.304387,False,3,garden|pool|terrace,157000,True,real
MD-00013416,2025-12-22,Rezina,,APARTMENT,1,2,4,1960,30.4,47.740916,28.979287,False,1,balcony,12000,True,real
MD-00013417,2025-06-23,Chișinău,Codru,APARTMENT,2,5,9,1976,64.4,46.97567,28.819426,False,3,balcony|elevator|storage_room,62000,True,real
MD-00013418,2026-01-13,Chișinău,Buiucani,APARTMENT,2,3,10,1993,49.7,47.018923,28.776146,True,3,balcony|elevator|furnished,74500,True,real
MD-00013419,2024-10-13,Chișinău,Botanica,APARTMENT,2,1,2,1953,53.4,46.986927,28.899213,False,2,balcony|storage_room,82000,True,real
MD-00013420,2026-05-23,Chișinău,Râșcani,APARTMENT,2,10,10,1993,70.6,47.041361,28.83379,False,3,balcony|elevator|storage_room,82500,True,real
MD-00013421,2025-07-17,Chișinău,Centru,APARTMENT,1,2,9,1985,49.4,47.005723,28.873775,True,3,balcony|elevator|furnished,78000,True,real
MD-00013422,2026-06-23,Chișinău,Buiucani,APARTMENT,2,1,9,1973,55.1,47.055918,28.78636,False,2,balcony|elevator,60000,True,real
MD-00013423,2025-06-29,Bălți,,HOUSE,5,1,1,2000,169.7,47.779596,27.958322,False,3,garage|garden|parking,180000,True,real
MD-00013424,2024-09-02,Chișinău,Botanica,APARTMENT,3,4,5,1967,104.4,46.949506,28.854032,False,3,balcony|parking|storage_room,105000,True,real
MD-00013425,2025-08-27,Chișinău,Ciocana,APARTMENT,3,8,12,2014,74.8,47.022313,28.862985,False,3,balcony|elevator|parking,193500,True,real
MD-00013426,2026-01-29,Chișinău,Râșcani,APARTMENT,2,4,5,1960,73.9,47.044504,28.84827,True,2,balcony|furnished,75000,True,real
MD-00013427,2024-09-10,Chișinău,Cricova,APARTMENT,2,2,9,1986,64.9,47.141206,28.863213,True,3,elevator|furnished|storage_room,48000,True,real
MD-00013428,2025-02-02,Chișinău,Ciocana Nouă,APARTMENT,2,1,4,1954,55.1,47.055888,28.880346,True,2,balcony|furnished,65000,True,real
MD-00013429,2024-10-29,Chișinău,Botanica,APARTMENT,3,1,9,1982,87.2,46.950628,28.882957,False,2,balcony|elevator,78200,True,real
MD-00013430,2024-12-21,Chișinău,Poșta Veche,APARTMENT,3,2,5,1990,70.0,47.053896,28.861527,True,1,furnished,88000,True,real
MD-00013431,2026-05-21,Cahul,,HOUSE,5,1,2,1994,168.2,45.897969,28.219377,False,3,garage|garden|storage_room,100000,True,real
MD-00013432,2026-06-07,Chișinău,Trușeni,HOUSE,2,1,1,1984,192.6,47.052028,28.725174,False,3,garage|garden|terrace,365000,True,real
MD-00013433,2025-09-20,Ialoveni,,HOUSE,4,1,3,1998,172.1,46.946197,28.801611,False,2,garage|garden,89000,True,real
MD-00013434,2025-12-15,Bălți,,HOUSE,5,1,3,1973,259.0,47.755026,27.895151,True,5,fireplace|furnished|garden|parking|terrace,258200,True,real
MD-00013435,2026-06-06,Chișinău,Botanica,APARTMENT,2,2,11,2018,60.2,46.956099,28.867668,False,1,elevator,100000,True,real
MD-00013436,2024-05-19,Bălți,,APARTMENT,2,1,5,1992,66.1,47.777781,27.945094,False,1,balcony,45000,True,real
MD-00013437,2026-06-05,Chișinău,Ciocana,HOUSE,4,1,2,2009,267.9,46.995071,28.895962,False,4,garage|garden|storage_room|terrace,370000,True,real
MD-00013438,2025-08-11,Chișinău,Botanica,APARTMENT,3,11,12,2010,97.4,46.947638,28.919505,False,1,elevator,140000,True,real
MD-00013439,2026-06-25,Chișinău,Durlești,APARTMENT,3,2,14,2010,86.7,47.024401,28.761645,False,2,balcony|elevator,125000,True,real
MD-00013440,2025-02-09,Chișinău,Bubuieci,APARTMENT,1,15,16,2015,35.2,46.989512,28.983535,False,2,balcony|elevator,45000,True,real
MD-00013441,2026-05-02,Hîncești,,APARTMENT,2,1,9,1985,66.9,46.840223,28.60896,False,2,balcony|elevator,40000,True,real
MD-00013442,2025-07-20,Chișinău,Botanica,APARTMENT,1,4,13,2012,40.9,46.969804,28.886863,True,3,balcony|elevator|furnished,54000,True,real
MD-00013443,2025-11-07,Strășeni,,HOUSE,3,1,1,2000,103.3,47.152568,28.631046,False,5,fireplace|garden|parking|storage_room|terrace,65000,True,real
MD-00013444,2026-03-30,Chișinău,Ciocana,HOUSE,5,1,3,2014,191.0,47.021163,28.926126,False,4,fireplace|garden|storage_room|terrace,385000,True,real
MD-00013445,2026-02-26,Chișinău,Ciocana,APARTMENT,1,3,6,1998,47.1,47.016,28.903551,False,1,storage_room,50000,True,real
MD-00013446,2025-03-14,Chișinău,Ciocana,HOUSE,4,1,1,2006,109.9,47.010481,28.882527,False,4,garage|garden|parking|terrace,207000,True,real
MD-00013447,2025-08-10,Chișinău,Buiucani,APARTMENT,3,4,5,1984,82.7,47.041042,28.788192,False,0,,97000,True,real
MD-00013448,2025-06-25,Chișinău,Râșcani,HOUSE,4,1,1,2013,97.8,47.047614,28.801992,False,3,garden|storage_room|terrace,255000,True,real
MD-00013449,2025-03-08,Chișinău,Centru,APARTMENT,1,1,15,2021,36.5,46.997693,28.835524,False,2,elevator|parking,100000,True,real
MD-00013450,2025-06-02,Chișinău,Cricova,APARTMENT,3,6,9,2005,92.2,47.137341,28.8418,True,3,balcony|furnished|storage_room,109500,True,real
MD-00013451,2025-08-31,Chișinău,Buiucani,APARTMENT,4,14,14,2013,101.4,47.045757,28.768558,True,2,elevator|furnished,204000,True,real
MD-00013452,2025-04-21,Chișinău,Poșta Veche,HOUSE,4,1,2,2008,174.3,47.048975,28.825032,False,3,garage|garden|terrace,320000,True,real
MD-00013453,2025-02-26,Chișinău,Buiucani,APARTMENT,2,4,9,1981,64.5,47.033761,28.762512,False,3,balcony|elevator|storage_room,93000,True,real
MD-00013454,2024-03-21,Chișinău,Buiucani,APARTMENT,1,9,9,1981,31.8,47.06037,28.79756,True,3,elevator|furnished|storage_room,37500,True,real
MD-00013455,2024-02-15,Bălți,,HOUSE,5,1,1,2001,185.7,47.753646,27.954823,False,5,fireplace|garage|parking|storage_room|terrace,169000,True,real
MD-00013456,2025-07-29,Comrat,,APARTMENT,2,1,10,1986,61.6,46.30752,28.663524,False,3,balcony|elevator|storage_room,46000,True,real
MD-00013457,2026-06-25,Chișinău,Mălina Mică,APARTMENT,3,7,9,2019,84.0,47.009896,28.812301,False,2,elevator|parking,189500,True,real
MD-00013458,2024-09-03,Chișinău,Dumbrava,APARTMENT,4,2,10,1989,114.2,47.007697,28.761463,False,3,balcony|elevator|storage_room,120000,True,real
MD-00013459,2025-09-22,Chișinău,Râșcani,APARTMENT,1,6,10,1994,31.3,47.045502,28.796168,False,2,balcony|elevator,30000,True,real
MD-00013460,2025-07-02,Chișinău,Mălina Mică,HOUSE,3,1,1,1992,131.6,47.011624,28.820026,True,4,furnished|garage|garden|terrace,474000,True,real
MD-00013461,2025-06-13,Chișinău,Centru,APARTMENT,1,5,5,2009,42.3,47.000454,28.851225,False,2,elevator|storage_room,77000,True,real
MD-00013462,2025-04-22,Chișinău,Râșcani,APARTMENT,4,6,9,1994,111.6,47.036919,28.842504,False,2,balcony|elevator,122500,True,real
MD-00013463,2025-07-03,Chișinău,Centru,HOUSE,5,1,1,1995,296.2,47.003842,28.800679,False,2,garden|storage_room,475000,True,real
MD-00013464,2025-02-17,Cahul,,APARTMENT,1,3,9,1982,46.1,45.891979,28.208588,True,3,balcony|elevator|furnished,34000,True,real
MD-00013465,2026-02-02,Chișinău,Telecentru,APARTMENT,1,2,5,1983,31.2,46.984119,28.819832,False,0,,46000,True,real
MD-00013466,2025-09-11,Briceni,,APARTMENT,3,2,5,1998,72.8,48.366235,27.062391,False,2,balcony|storage_room,55000,True,real
MD-00013467,2024-11-19,Strășeni,,APARTMENT,4,8,11,2011,140.7,47.148074,28.611063,True,4,balcony|elevator|furnished|storage_room,267000,True,real
MD-00013468,2025-10-18,Chișinău,Ciocana,APARTMENT,1,7,10,1991,44.2,46.998126,28.926573,False,3,balcony|elevator|storage_room,60000,True,real
MD-00013469,2025-06-30,Chișinău,Valea Trandafirilor,APARTMENT,3,7,11,2019,71.8,47.01258,28.815201,False,2,balcony|elevator,250500,True,real
MD-00013470,2024-09-13,Chișinău,Centru,APARTMENT,1,4,9,1994,29.8,47.007902,28.8015,True,3,elevator|furnished|parking,55000,True,real
MD-00013471,2024-04-28,Chișinău,Ciocana,APARTMENT,2,10,14,2015,67.7,46.987566,28.872796,False,3,balcony|elevator|parking,114000,True,real
MD-00013472,2025-06-23,Chișinău,Telecentru,APARTMENT,2,2,10,2015,51.2,47.001858,28.82293,True,3,elevator|furnished|storage_room,162000,True,real
MD-00013473,2024-08-22,Chișinău,Trușeni,APARTMENT,3,8,9,1983,87.4,47.051139,28.723941,False,2,balcony|elevator,68000,True,real
MD-00013474,2025-06-02,Chișinău,Buiucani,HOUSE,6,1,1,2011,147.0,47.007591,28.78683,False,3,garage|garden|storage_room,240000,True,real
MD-00013475,2026-05-10,Soroca,,APARTMENT,2,4,4,1959,63.1,48.164472,28.289515,True,2,balcony|furnished,41000,True,real
MD-00013476,2026-02-14,Chișinău,Botanica,APARTMENT,1,8,11,2012,37.8,46.981629,28.883752,True,4,balcony|elevator|furnished|storage_room,78000,True,real
MD-00013477,2026-04-15,Chișinău,Durlești,APARTMENT,1,6,12,2025,32.1,47.023779,28.755584,False,2,balcony|elevator,36000,True,real
MD-00013478,2026-06-30,Chișinău,Botanica,APARTMENT,5,2,3,1953,140.8,47.001647,28.879971,False,1,balcony,180000,True,real
MD-00013479,2026-04-29,Soroca,,HOUSE,6,1,1,2000,163.5,48.163456,28.276843,False,2,garage|garden,140000,True,real
MD-00013480,2025-08-18,Bălți,,APARTMENT,3,8,9,1982,73.3,47.769515,27.968787,False,3,balcony|elevator|storage_room,50000,True,real
MD-00013481,2025-10-27,Chișinău,Bogdan Voievod,APARTMENT,2,8,9,2014,65.8,47.037343,28.828501,False,2,balcony|elevator,153800,True,real
MD-00013482,2025-04-27,Soroca,,APARTMENT,1,1,5,1989,41.9,48.138145,28.269095,True,2,furnished|storage_room,28000,True,real
MD-00013483,2026-05-08,Chișinău,Centru,APARTMENT,2,2,9,1980,53.0,47.014655,28.786081,False,2,balcony|elevator,82100,True,real
MD-00013484,2024-08-17,Chișinău,Mălina Mică,APARTMENT,4,10,16,2019,136.8,47.014343,28.853987,False,3,balcony|elevator|parking,360000,True,real
MD-00013485,2026-06-19,Chișinău,Durlești,APARTMENT,4,13,13,2024,107.3,47.027135,28.769612,False,3,balcony|elevator|parking,145000,True,real
MD-00013486,2025-08-12,Chișinău,Aeroport,APARTMENT,3,4,7,1998,79.6,46.962039,28.95397,False,3,balcony|elevator|fireplace,92000,True,real
MD-00013487,2025-04-09,Chișinău,Ciocana Nouă,APARTMENT,3,2,11,2014,91.6,47.054592,28.897451,True,4,balcony|elevator|furnished|parking,210000,True,real
MD-00013488,2026-02-23,Chișinău,Botanica,HOUSE,4,1,2,1994,242.2,46.964282,28.879343,False,4,garage|garden|storage_room|terrace,655000,True,real
MD-00013489,2024-06-04,Chișinău,Centru,APARTMENT,2,5,5,1963,61.9,47.018368,28.787507,False,2,balcony|storage_room,99400,True,real
MD-00013490,2026-02-10,Chișinău,Buiucani-Nord,APARTMENT,1,5,5,1994,33.5,47.025788,28.87703,True,2,furnished|storage_room,44300,True,real
MD-00013491,2024-04-08,Ungheni,,APARTMENT,3,5,9,1992,85.3,47.22901,27.809171,False,2,elevator|storage_room,85000,True,real
MD-00013492,2025-10-10,Chișinău,Buiucani,HOUSE,4,1,3,2000,280.2,47.050708,28.791805,False,4,garage|garden|parking|storage_room,410000,True,real
MD-00013493,2025-02-04,Chișinău,Râșcani,APARTMENT,3,4,9,1982,67.8,47.041134,28.821408,False,3,balcony|elevator|parking,81000,True,real
MD-00013494,2025-05-15,Chișinău,Botanica,APARTMENT,2,9,9,1987,70.9,47.003463,28.882015,False,1,elevator,100000,True,real
MD-00013495,2026-06-04,Chișinău,Botanica,APARTMENT,2,7,7,2007,68.2,46.976962,28.891985,False,2,balcony|elevator,101000,True,real
MD-00013496,2025-10-05,Chișinău,Râșcani,APARTMENT,3,7,9,1990,83.4,47.036019,28.87293,False,3,balcony|elevator|storage_room,101000,True,real
MD-00013497,2026-04-16,Chișinău,Botanica,HOUSE,4,1,1,1981,260.0,46.974084,28.853073,False,2,garage|parking,380000,True,real
MD-00013498,2025-03-16,Chișinău,Centru,APARTMENT,1,5,15,2012,31.3,46.978825,28.807149,False,4,balcony|elevator|parking|storage_room,74000,True,real
MD-00013499,2025-10-12,Rezina,,APARTMENT,2,7,9,1994,59.9,47.749055,28.948245,False,2,balcony|elevator,26100,True,real
MD-00013500,2025-05-16,Chișinău,Telecentru,APARTMENT,2,7,10,1986,52.0,47.003198,28.82937,False,2,balcony|elevator,60000,True,real
MD-00013501,2025-01-27,Comrat,,APARTMENT,1,9,10,2001,39.3,46.29096,28.627465,False,1,balcony,28000,True,real
MD-00013502,2025-03-11,Bălți,,APARTMENT,4,6,10,1983,137.2,47.747831,27.919119,False,3,balcony|elevator|storage_room,100000,True,real
MD-00013503,2026-02-06,Chișinău,Botanica,HOUSE,5,1,3,1968,152.0,46.974755,28.893074,True,4,furnished|garden|parking|storage_room,310000,True,real
MD-00013504,2024-08-16,Chișinău,Aeroport,APARTMENT,3,4,14,2017,89.0,46.973935,28.848394,False,3,balcony|elevator|storage_room,190000,True,real
MD-00013505,2025-10-17,Chișinău,Botanica,HOUSE,6,1,3,2011,210.1,46.991378,28.906402,False,4,garage|garden|storage_room|terrace,400000,True,real
MD-00013506,2024-11-02,Chișinău,Dumbrava,APARTMENT,2,5,5,2008,54.0,47.011391,28.739792,True,2,balcony|furnished,45000,True,real
MD-00013507,2025-01-20,Bălți,,APARTMENT,2,5,12,2012,51.3,47.750771,27.954395,False,3,balcony|elevator|parking,70000,True,real
MD-00013508,2025-06-21,Chișinău,Stăuceni,HOUSE,2,1,3,1989,229.8,47.06457,28.857229,True,3,furnished|garden|terrace,400000,True,real
MD-00013509,2025-10-07,Bălți,,APARTMENT,2,6,10,1984,74.1,47.776002,27.962549,False,3,balcony|elevator|storage_room,50000,True,real
MD-00013510,2025-09-03,Chișinău,Buiucani,APARTMENT,2,2,5,1968,52.3,47.060922,28.800517,False,1,balcony,59000,True,real
MD-00013511,2026-02-24,Bălți,,HOUSE,5,1,2,2003,115.9,47.78033,27.94477,False,2,garage|terrace,79000,True,real
MD-00013512,2026-05-20,Bălți,,APARTMENT,2,4,4,1961,73.9,47.746106,27.92765,True,3,balcony|furnished|storage_room,47000,True,real
MD-00013513,2026-06-28,Bălți,,APARTMENT,3,5,6,1999,87.4,47.757501,27.887624,False,2,balcony|elevator,75000,True,real
MD-00013514,2025-01-30,Chișinău,Ciocana,HOUSE,4,1,2,2014,83.5,47.034712,28.90665,False,2,garden|parking,135000,True,real
MD-00013515,2026-04-25,Bălți,,HOUSE,3,1,2,2005,93.0,47.748755,27.954602,False,3,garage|garden|pool,70000,True,real
MD-00013516,2026-04-20,Chișinău,Bogdan Voievod,APARTMENT,3,12,12,2016,101.5,47.045297,28.849629,False,4,balcony|elevator|parking|storage_room,204500,True,real
MD-00013517,2025-02-01,Chișinău,Botanica,APARTMENT,4,1,5,1982,113.2,46.9909,28.905074,True,4,balcony|elevator|furnished|storage_room,114000,True,real
MD-00013518,2026-05-07,Chișinău,Botanica,HOUSE,5,1,3,1986,209.4,46.94116,28.926992,False,4,fireplace|garage|garden|storage_room,315000,True,real
MD-00013519,2026-04-08,Chișinău,Centru,HOUSE,5,1,3,2011,282.5,47.018991,28.859681,True,3,fireplace|furnished|garage,720000,True,real
MD-00013520,2025-04-12,Chișinău,Centru,HOUSE,5,1,1,1987,132.4,47.015563,28.859779,False,3,garage|garden|pool,240500,True,real
MD-00013521,2025-10-08,Chișinău,Ciocana,APARTMENT,2,2,9,1984,51.1,47.031309,28.889363,True,4,balcony|elevator|furnished|storage_room,65000,True,real
MD-00013522,2025-12-07,Ialoveni,,HOUSE,3,1,1,1977,117.9,46.95717,28.765651,True,4,furnished|garage|garden|storage_room,80000,True,real
MD-00013523,2024-11-17,Bălți,,APARTMENT,3,4,11,2024,96.2,47.764688,27.897969,False,4,balcony|elevator|parking|storage_room,160000,True,real
MD-00013524,2024-11-17,Chișinău,Alba-Iulia,APARTMENT,2,5,8,1997,68.9,47.063454,28.803783,True,3,balcony|elevator|furnished,99000,True,real
MD-00013525,2024-08-13,Chișinău,Râșcani,APARTMENT,3,2,5,1960,72.2,47.043562,28.819853,True,3,balcony|fireplace|furnished,90000,True,real
MD-00013526,2026-05-08,Chișinău,Aeroport,HOUSE,4,1,2,2014,254.3,46.968874,28.926508,True,6,fireplace|furnished|garden|parking|storage_room|terrace,530000,True,real
MD-00013527,2026-03-17,Bălți,,APARTMENT,3,7,7,2003,94.9,47.764737,27.929867,False,2,elevator|storage_room,105000,True,real
MD-00013528,2024-10-09,Chișinău,Stăuceni,APARTMENT,2,9,9,1989,47.4,47.074609,28.853251,False,2,balcony|elevator,33000,True,real
MD-00013529,2024-04-26,Chișinău,Buiucani,HOUSE,3,1,1,1996,157.3,47.02564,28.826021,False,2,garden|storage_room,160000,True,real
MD-00013530,2025-06-01,Bălți,,APARTMENT,1,1,9,1986,51.9,47.783119,27.904176,False,1,elevator,42500,True,real
MD-00013531,2025-08-28,Chișinău,Telecentru,HOUSE,3,1,1,2014,313.1,46.998789,28.802764,False,2,garage|garden,800000,True,real
MD-00013532,2024-07-04,Chișinău,Centru,APARTMENT,4,9,16,2022,120.9,47.023943,28.785288,False,4,balcony|elevator|parking|storage_room,328000,True,real
MD-00013533,2024-12-13,Chișinău,Centru,APARTMENT,2,2,5,1990,62.1,47.005743,28.807822,False,2,balcony|storage_room,112000,True,real
MD-00013534,2026-04-29,Bălți,,APARTMENT,2,4,9,1978,56.5,47.758332,27.956649,True,3,balcony|elevator|furnished,44500,True,real
MD-00013535,2025-05-26,Chișinău,Buiucani,APARTMENT,3,4,10,1997,95.5,47.022092,28.831187,False,1,elevator,140000,True,real
MD-00013536,2026-04-23,Chișinău,Telecentru,HOUSE,4,1,2,2009,270.5,46.983571,28.823481,False,2,fireplace|garden,540000,True,real
MD-00013537,2024-10-10,Chișinău,Buiucani,HOUSE,3,1,2,1990,118.2,47.053857,28.755871,False,4,garage|garden|pool|storage_room,310000,True,real
MD-00013538,2025-11-11,Chișinău,Aeroport,HOUSE,6,1,1,1973,282.9,46.997447,28.876233,False,3,garage|garden|storage_room,715000,True,real
MD-00013539,2026-02-23,Chișinău,Buiucani,APARTMENT,2,3,4,1962,63.2,47.011857,28.776151,False,2,balcony|storage_room,68500,True,real
MD-00013540,2025-03-12,Ocnița,,APARTMENT,2,5,5,1994,54.9,48.416432,27.475416,True,1,furnished,21000,True,real
MD-00013541,2024-11-22,Taraclia,,HOUSE,4,1,1,1958,165.3,45.899509,28.662075,False,2,garden|storage_room,106000,True,real
MD-00013542,2025-09-13,Chișinău,Cricova,HOUSE,4,1,1,1970,174.4,47.133638,28.864996,False,4,garage|garden|parking|storage_room,265000,True,real
MD-00013543,2025-07-17,Chișinău,Buiucani,APARTMENT,2,11,11,2026,55.6,47.039855,28.819645,False,4,balcony|elevator|parking|storage_room,136900,True,real
MD-00013544,2025-03-01,Chișinău,Buiucani,APARTMENT,4,4,4,1961,121.9,47.023479,28.781651,False,0,,111000,True,real
MD-00013545,2024-10-22,Orhei,,APARTMENT,3,2,4,1947,69.7,47.383591,28.819267,True,2,balcony|furnished,105000,True,real
MD-00013546,2025-01-25,Chișinău,Buiucani,APARTMENT,2,2,9,1979,60.7,47.055593,28.785258,True,3,balcony|elevator|furnished,72000,True,real
MD-00013547,2026-05-27,Chișinău,Valea Trandafirilor,APARTMENT,3,4,4,1957,93.4,47.002678,28.830728,False,2,balcony|fireplace,160000,True,real
MD-00013548,2024-12-25,Chișinău,Centru,APARTMENT,2,6,9,1988,49.9,47.017285,28.829267,False,2,balcony|elevator,90000,True,real
MD-00013549,2026-04-20,Hîncești,,APARTMENT,3,5,5,1983,94.8,46.822929,28.606282,False,1,balcony,64000,True,real
MD-00013550,2025-04-20,Bălți,,APARTMENT,2,7,10,1983,56.5,47.771402,27.889105,False,2,balcony|elevator,55000,True,real
MD-00013551,2025-11-12,Chișinău,Buiucani,APARTMENT,4,5,9,1986,125.2,47.070965,28.792746,False,2,elevator|storage_room,156100,True,real
MD-00013552,2026-06-09,Chișinău,Telecentru,APARTMENT,4,1,7,1998,90.7,47.004197,28.809737,False,4,balcony|elevator|parking|storage_room,125000,True,real
MD-00013553,2024-08-18,Chișinău,Ciocana,APARTMENT,2,2,5,1958,58.4,46.980807,28.887873,True,2,balcony|furnished,69000,True,real
MD-00013554,2024-05-22,Chișinău,Buiucani,APARTMENT,1,5,8,1993,33.4,47.047016,28.784164,True,4,balcony|elevator|furnished|storage_room,40000,True,real
MD-00013555,2024-12-08,Orhei,,APARTMENT,3,2,5,1956,97.8,47.376825,28.833709,True,2,balcony|furnished,126000,True,real
MD-00013556,2025-12-13,Chișinău,Buiucani,APARTMENT,1,3,9,1980,34.3,47.050428,28.785737,False,3,balcony|elevator|storage_room,36000,True,real
MD-00013557,2026-03-07,Chișinău,Telecentru,APARTMENT,1,12,14,2012,41.2,47.00876,28.823573,True,3,balcony|elevator|furnished,130000,True,real
MD-00013558,2025-12-02,Chișinău,Ciocana,HOUSE,5,1,3,1975,193.6,47.000027,28.880492,False,2,garage|terrace,297000,True,real
MD-00013559,2025-05-16,Strășeni,,APARTMENT,3,1,4,1955,106.5,47.145935,28.63342,False,1,balcony,115000,True,real
MD-00013560,2025-01-08,Chișinău,Râșcani,APARTMENT,3,1,4,1959,91.1,47.041382,28.824919,False,2,balcony|storage_room,95000,True,real
MD-00013561,2024-05-01,Chișinău,Bogdan Voievod,APARTMENT,3,6,14,2025,77.0,47.073553,28.794894,False,3,balcony|elevator|storage_room,125000,True,real
MD-00013562,2026-03-23,Bălți,,HOUSE,5,1,2,2000,148.4,47.757242,27.971936,False,2,garage|parking,200000,True,real
MD-00013563,2025-02-18,Chișinău,Buiucani,HOUSE,2,1,3,1997,323.0,47.045629,28.772121,False,2,garden|parking,480000,True,real
MD-00013564,2026-04-29,Bălți,,APARTMENT,3,3,4,1956,89.5,47.780337,27.924271,False,1,balcony,80000,True,real
MD-00013565,2026-01-16,Chișinău,Dumbrava,APARTMENT,2,5,9,2022,54.7,47.004778,28.751568,False,2,elevator|storage_room,114000,True,real
MD-00013566,2025-09-17,Chișinău,Botanica,APARTMENT,2,4,5,1966,59.9,46.95895,28.899882,True,2,balcony|furnished,66000,True,real
MD-00013567,2026-04-21,Chișinău,Ciocana Nouă,APARTMENT,3,3,10,1991,84.8,47.026938,28.941323,True,4,balcony|elevator|furnished|storage_room,128000,True,real
MD-00013568,2025-07-24,Chișinău,Botanica,HOUSE,4,1,2,2008,175.0,46.947466,28.894543,True,6,furnished|garage|garden|parking|pool|storage_room,420000,True,real
MD-00013569,2026-02-22,Orhei,,APARTMENT,3,7,9,1981,77.5,47.379842,28.846716,True,3,balcony|elevator|furnished,67300,True,real
MD-00013570,2025-11-11,Comrat,,APARTMENT,2,3,9,1983,54.7,46.288362,28.65927,True,3,balcony|elevator|furnished,49000,True,real
MD-00013571,2025-04-30,Chișinău,Bogdan Voievod,APARTMENT,2,8,10,2014,60.7,47.052809,28.82952,False,3,balcony|elevator|parking,160000,True,real
MD-00013572,2026-06-16,Chișinău,Cricova,APARTMENT,3,4,4,1969,82.3,47.123435,28.877542,False,2,balcony|storage_room,65000,True,real
MD-00013573,2026-06-09,Chișinău,Telecentru,APARTMENT,2,9,10,1985,50.7,46.987612,28.815655,False,3,balcony|elevator|storage_room,56000,True,real
MD-00013574,2024-06-11,Chișinău,Dumbrava,APARTMENT,4,1,4,1957,130.3,47.005804,28.747617,True,2,balcony|furnished,115000,True,real
MD-00013575,2026-03-31,Chișinău,Ciocana,APARTMENT,2,8,12,2010,65.5,47.009022,28.909193,False,3,balcony|elevator|parking,98000,True,real
